"euroSciVocCode";"euroSciVocPath";"euroSciVocTitle";"euroSciVocDescription";"projectID"
"/31/113/613/79767231";"humanities/history and archaeology/history/prehistory";"prehistory";"";"101272939"
"/21/39/223";"medical and health sciences/clinical medicine/surgery";"surgery";"";"101273096"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101273096"
"/23/51/359/1065";"natural sciences/mathematics/pure mathematics/geometry";"geometry";"";"101273096"
"/25/73/453/459";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";"robotics";"";"101273096"
"/23/51/359/1063/53388279";"natural sciences/mathematics/pure mathematics/discrete mathematics/mathematical logic";"mathematical logic";"";"101273434"
"/23/43/251/48354418/38063808";"natural sciences/physical sciences/optics/microscopy/electron microscopy";"electron microscopy";"";"101274686"
"/23/43/259/779/1521";"natural sciences/physical sciences/electromagnetism and electronics/spintronics/molecular spintronics";"molecular spintronics";"";"101274686"
"/25/73/453/449/1207";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/computer hardware/quantum computers";"quantum computers";"";"101274686"
"/23/43/259/1525";"natural sciences/physical sciences/electromagnetism and electronics/superconductivity";"superconductivity";"";"101274686"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101274686"
"/31/107/583";"humanities/languages and literature/general language studies";"general language studies";"";"101273440"
"/23/49/327/1007";"natural sciences/biological sciences/neurobiology/cognitive neuroscience";"cognitive neuroscience";"";"101273440"
"/23/53/373/1131";"natural sciences/chemical sciences/electrochemistry/electrolysis";"electrolysis";"";"101274478"
"/23/53/365/72505310";"natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";"";"101274478"
"/23/45/277/829";"natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";"";"101274478"
"/29/97/543/1337";"social sciences/political sciences/government systems/democracy";"democracy";"";"101274032"
"/25/73/453/449/1207";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/computer hardware/quantum computers";"quantum computers";"";"101275343"
"/23/43/251/48354418";"natural sciences/physical sciences/optics/microscopy";"microscopy";"";"101275689"
"/25/63/387";"engineering and technology/materials engineering/composites";"composites";"";"101275824"
"/21/39/227";"medical and health sciences/clinical medicine/physiotherapy";"physiotherapy";"";"101275824"
"/21/39/223/30025";"medical and health sciences/clinical medicine/surgery/surgical procedures";"surgical procedures";"";"101275824"
"/25/75/469/1247";"engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";"";"101275824"
"/21/37/677";"medical and health sciences/medical biotechnology/implants";"implants";"";"101275824"
"/23/45/291";"natural sciences/earth and related environmental sciences/geology";"geology";"";"101276409"
"/23/53/365/72505310";"natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";"";"101275423"
"/23/47/301";"natural sciences/computer and information sciences/computational science";"computational science";"";"101275423"
"/23/53/69669548";"natural sciences/chemical sciences/catalysis";"catalysis";"";"101275423"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101275423"
"/31/107/587/1401";"humanities/languages and literature/linguistics/phonology";"phonology";"";"101276304"
"/29/89/1837/1839/30061";"social sciences/law/human rights/human rights violations/political violence";"political violence";"";"101276008"
"/29/97/541";"social sciences/political sciences/political communication";"political communication";"";"101276008"
"/29/103";"social sciences/media and communications";"media and communications";"";"101276008"
"/29/97/67681549/12738214";"social sciences/political sciences/political transitions/armed conflicts";"armed conflicts";"";"101276008"
"/29/101/551";"social sciences/sociology/ideologies";"ideologies";"";"101276008"
"/23/47/305/969";"natural sciences/computer and information sciences/internet/world wide web";"world wide web";"";"101276134"
"/23/49/341";"natural sciences/biological sciences/microbiology";"microbiology";"";"101275761"
"/25/67/425/1169/1685";"engineering and technology/environmental engineering/energy and fuels/renewable energy/solar energy";"solar energy";"";"101275563"
"/23/47/305/967";"natural sciences/computer and information sciences/internet/internet of things";"internet of things";"";"101275563"
"/23/47/305/963";"natural sciences/computer and information sciences/internet/transport layer";"transport layer";"";"101275563"
"/25/63/391";"engineering and technology/materials engineering/coating and films";"coating and films";"";"101275563"
"/25/67/425/1171";"engineering and technology/environmental engineering/energy and fuels/energy conversion";"energy conversion";"";"101275563"
"/25/75/461/1239/1737";"engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aircraft";"aircraft";"";"101275686"
"/23/43/273";"natural sciences/physical sciences/acoustics";"acoustics";"";"101275686"
"/23/45/277/829";"natural sciences/earth and related environmental sciences/environmental sciences/pollution";"pollution";"";"101275686"
"/25/67/425";"engineering and technology/environmental engineering/energy and fuels";"energy and fuels";"";"101275686"
"/27/81/30021/12266820/1833";"agricultural sciences/agriculture, forestry, and fisheries/agriculture/industrial crops/fodder";"fodder";"";"101275571"
"/29/97/87917856/539";"social sciences/political sciences/political policies/public policies";"public policies";"";"101276422"
"/23/49/315/997/1613";"natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";"";"101276524"
"/21/35/155/643";"medical and health sciences/basic medicine/immunology/immunotherapy";"immunotherapy";"";"101276524"
"/29/101/559/39205417";"social sciences/sociology/governance/environmental governance";"environmental governance";"";"101276567"
"/21/33/117";"medical and health sciences/health sciences/nutrition";"nutrition";"";"101276567"
"/29/97/87917856/1335";"social sciences/political sciences/political policies/civil society";"civil society";"";"101276567"
"/23/45/30018/30032/30055";"natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";"climatic changes";"";"101276567"
"/23/53/367/1121";"natural sciences/chemical sciences/physical chemistry/quantum chemistry";"quantum chemistry";"";"101276504"
"/23/49/337/1021";"natural sciences/biological sciences/genetics/RNA";"RNA";"";"101276504"
"/25/71/443/1195";"engineering and technology/environmental biotechnology/bioremediation/bioreactors";"bioreactors";"";"101276907"
"/29/91/521/1299/1757";"social sciences/economics and business/economics/production economics/productivity";"productivity";"";"101276907"
"/25/67/425";"engineering and technology/environmental engineering/energy and fuels";"energy and fuels";"";"101276907"
"/25/67/425/1169/1695";"engineering and technology/environmental engineering/energy and fuels/renewable energy/wind energy";"wind energy";"";"101276753"
"/25/69/435/1191/1699";"engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures/graphene";"graphene";"";"101276940"
"/23/53/365/1111";"natural sciences/chemical sciences/inorganic chemistry/inorganic compounds";"inorganic compounds";"";"101276940"
"/25/63/391";"engineering and technology/materials engineering/coating and films";"coating and films";"";"101276940"
"/23/53/69669548";"natural sciences/chemical sciences/catalysis";"catalysis";"";"101276940"
"/27/81/30021/30833628";"agricultural sciences/agriculture, forestry, and fisheries/agriculture/grains and oilseeds";"grains and oilseeds";"";"101277560"
"/23/49/315/997/1611";"natural sciences/biological sciences/biochemistry/biomolecules/carbohydrates";"carbohydrates";"";"101277560"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101277560"
"/23/49/315/997/1613";"natural sciences/biological sciences/biochemistry/biomolecules/proteins";"proteins";"";"101277598"
"/23/49/313";"natural sciences/biological sciences/cell biology";"cell biology";"";"101277598"
"/21/39/179/681";"medical and health sciences/clinical medicine/endocrinology/diabetes";"diabetes";"";"101277598"
"/21/35/145";"medical and health sciences/basic medicine/pathology";"pathology";"";"101277598"
"/21/35/161";"medical and health sciences/basic medicine/physiology";"physiology";"";"101277598"
"/23/45/285";"natural sciences/earth and related environmental sciences/geochemistry";"geochemistry";"";"101277742"
"/23/49/317";"natural sciences/biological sciences/marine biology";"marine biology";"";"101277742"
"/23/53/365/78089026";"natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";"";"101277742"
